candidate_id,family,mechanism_family,timeframe,context,trigger,confirmation,participation,participation_style,invalidation,risk_model,exit_family,time_stop_bars,session_filter,modules,transfer_risk_prior,mechanism_signature,priority_seed,novelty_score,beam_score,source_branch,hypothesis,economic_fingerprint
s70_b1e647fa0b15fb30,volatility_regime_transition,volatility_regime_transition,30m,transition,compression_to_expansion,breakout_readiness_confirm,anticipatory_break,anticipatory_break,recompression,vol_transition,trailing_atr,8,any_session,"['volatility_regime_engine', 'structure_engine']",0.3,f7db5c1c96b3649f3133,0.83,0.310909,0.675,mechanism_generator,"{'context': 'transition', 'trigger': 'compression_to_expansion', 'participation': 'anticipatory_break', 'invalidation': 'recompression', 'risk_model': 'vol_transition', 'exit_family': 'trailing_atr', 'time_stop_bars': 8, 'session_filter': 'any_session'}",f7db5c1c96b3649f3133
s70_d3de4fe6b3c433d8,funding_oi_imbalance_reversion,funding_oi_imbalance_reversion,1h,crowding,oi_divergence_revert,crowding_extreme_confirm,sentiment_snap,sentiment_snap,trend_resume,crowding_reversion,time_exit,12,high_liquidity_hours,"['crowding_layer', 'flow_regime_engine']",0.48,b9e15a2762090ef1055a,0.83,0.310909,0.3875,mechanism_generator,"{'context': 'crowding', 'trigger': 'oi_divergence_revert', 'participation': 'sentiment_snap', 'invalidation': 'trend_resume', 'risk_model': 'crowding_reversion', 'exit_family': 'time_exit', 'time_stop_bars': 12, 'session_filter': 'high_liquidity_hours'}",b9e15a2762090ef1055a
s70_d8aee12588d4aadf,liquidity_sweep_reversal,liquidity_sweep_reversal,2h,range,pool_violation_reclaim,flow_exhaustion_confirm,delayed_reclaim,delayed_reclaim,flow_reversal,sweep_reversal,fixed_rr,4,session_extremes,"['liquidity_map', 'flow_regime_engine', 'trade_geometry_layer']",0.28,31cde84ae7c80785a102,0.83,0.310909,0.425,mechanism_generator,"{'context': 'range', 'trigger': 'pool_violation_reclaim', 'participation': 'delayed_reclaim', 'invalidation': 'flow_reversal', 'risk_model': 'sweep_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 4, 'session_filter': 'session_extremes'}",31cde84ae7c80785a102
s70_dc92665f2eadab60,liquidity_sweep_reversal,liquidity_sweep_reversal,15m,range,liquidity_sweep_reclaim,rejection_close_confirm,wick_rejection,wick_rejection,flow_reversal,sweep_reversal,fixed_rr,8,session_extremes,"['liquidity_map', 'flow_regime_engine', 'trade_geometry_layer']",0.28,586a6ac9bde8f9344f37,0.83,0.310909,0.525,mechanism_generator,"{'context': 'range', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'wick_rejection', 'invalidation': 'flow_reversal', 'risk_model': 'sweep_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 8, 'session_filter': 'session_extremes'}",586a6ac9bde8f9344f37
s70_e108aa9101305725,structure_pullback_continuation,structure_pullback_continuation,2h,transition,micro_break_reclaim,volume_expansion_confirm,break_reclaim,break_reclaim,structure_break,trend_pullback,scale_out_then_trail,8,any_session,"['structure_engine', 'flow_regime_engine', 'mtf_bias_completion']",0.22,e68745a46eebe3380856,0.83,0.310909,0.55,mechanism_generator,"{'context': 'transition', 'trigger': 'micro_break_reclaim', 'participation': 'break_reclaim', 'invalidation': 'structure_break', 'risk_model': 'trend_pullback', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 8, 'session_filter': 'any_session'}",e68745a46eebe3380856
s70_e155fd62714ddddc,liquidity_sweep_reversal,liquidity_sweep_reversal,4h,liquidity_rotation,pool_violation_reclaim,flow_exhaustion_confirm,close_back_inside,close_back_inside,flow_reversal,sweep_reversal,breakeven_then_fixed,8,session_extremes,"['liquidity_map', 'flow_regime_engine', 'trade_geometry_layer']",0.28,c88f04b58852b7b93348,0.83,0.310909,0.375,mechanism_generator,"{'context': 'liquidity_rotation', 'trigger': 'pool_violation_reclaim', 'participation': 'close_back_inside', 'invalidation': 'flow_reversal', 'risk_model': 'sweep_reversal', 'exit_family': 'breakeven_then_fixed', 'time_stop_bars': 8, 'session_filter': 'session_extremes'}",c88f04b58852b7b93348
s70_e40316d45e534a3d,failed_breakout_reversal,failed_breakout_reversal,2h,vol_shock,failed_breakout_snapback,exhaustion_confirm,reclaim_retest,reclaim_retest,trend_continuation,failed_breakout_reversal,breakeven_then_fixed,10,any_session,"['liquidity_map', 'volatility_regime_engine', 'flow_regime_engine']",0.35,e5bac5882a8e4c2fa447,0.83,0.310909,0.5625,mechanism_generator,"{'context': 'vol_shock', 'trigger': 'failed_breakout_snapback', 'participation': 'reclaim_retest', 'invalidation': 'trend_continuation', 'risk_model': 'failed_breakout_reversal', 'exit_family': 'breakeven_then_fixed', 'time_stop_bars': 10, 'session_filter': 'any_session'}",e5bac5882a8e4c2fa447
s70_ea260a63dec83a1f,funding_oi_imbalance_reversion,funding_oi_imbalance_reversion,2h,transition,funding_flush_reversion,crowding_extreme_confirm,sentiment_snap,sentiment_snap,trend_resume,crowding_reversion,fixed_rr,12,any_session,"['crowding_layer', 'flow_regime_engine']",0.48,7d7169ac484d36f2f2d1,0.83,0.310909,0.3625,mechanism_generator,"{'context': 'transition', 'trigger': 'funding_flush_reversion', 'participation': 'sentiment_snap', 'invalidation': 'trend_resume', 'risk_model': 'crowding_reversion', 'exit_family': 'fixed_rr', 'time_stop_bars': 12, 'session_filter': 'any_session'}",7d7169ac484d36f2f2d1
s70_eaafffea436c8890,funding_oi_imbalance_reversion,funding_oi_imbalance_reversion,4h,transition,oi_divergence_revert,crowding_extreme_confirm,sentiment_snap,sentiment_snap,crowding_acceleration,crowding_reversion,time_exit,6,high_liquidity_hours,"['crowding_layer', 'flow_regime_engine']",0.48,f9dc879fbc766ad7cc58,0.83,0.310909,0.7,mechanism_generator,"{'context': 'transition', 'trigger': 'oi_divergence_revert', 'participation': 'sentiment_snap', 'invalidation': 'crowding_acceleration', 'risk_model': 'crowding_reversion', 'exit_family': 'time_exit', 'time_stop_bars': 6, 'session_filter': 'high_liquidity_hours'}",f9dc879fbc766ad7cc58
s70_eec3790122a993e7,exhaustion_mean_reversion,exhaustion_mean_reversion,1h,range,exhaustion_reversal,flow_exhaustion_confirm,mean_snap,mean_snap,trend_resume,mean_reversion,fixed_rr,4,late_session,"['flow_regime_engine', 'trade_geometry_layer']",0.4,555281dd6955620a9b8d,0.83,0.310909,0.4875,mechanism_generator,"{'context': 'range', 'trigger': 'exhaustion_reversal', 'participation': 'mean_snap', 'invalidation': 'trend_resume', 'risk_model': 'mean_reversion', 'exit_family': 'fixed_rr', 'time_stop_bars': 4, 'session_filter': 'late_session'}",555281dd6955620a9b8d
s70_fca771cde806f3c7,structure_pullback_continuation,structure_pullback_continuation,15m,trend,pullback_reclaim,volume_expansion_confirm,break_reclaim,break_reclaim,failed_reclaim,trend_pullback,trailing_atr,12,ldn_ny_overlap,"['structure_engine', 'flow_regime_engine', 'mtf_bias_completion']",0.22,9e9bb560202ce1947d37,0.83,0.310909,0.625,mechanism_generator,"{'context': 'trend', 'trigger': 'pullback_reclaim', 'participation': 'break_reclaim', 'invalidation': 'failed_reclaim', 'risk_model': 'trend_pullback', 'exit_family': 'trailing_atr', 'time_stop_bars': 12, 'session_filter': 'ldn_ny_overlap'}",9e9bb560202ce1947d37
s70_09148e79f928b9f0,multi_tf_disagreement_repair,multi_tf_disagreement_repair,30m,transition,htf_ltf_disagreement_repair,flow_continuation_confirm,alignment_reclaim,alignment_reclaim,htf_bias_flip,multi_tf_repair,trailing_atr,12,ldn_ny_overlap,"['mtf_bias_completion', 'structure_engine', 'flow_regime_engine']",0.26,1a0f50c9f05c94b073e4,0.83,0.292727,0.5125,mechanism_generator,"{'context': 'transition', 'trigger': 'htf_ltf_disagreement_repair', 'participation': 'alignment_reclaim', 'invalidation': 'htf_bias_flip', 'risk_model': 'multi_tf_repair', 'exit_family': 'trailing_atr', 'time_stop_bars': 12, 'session_filter': 'ldn_ny_overlap'}",1a0f50c9f05c94b073e4
s70_11077e034fdc6941,funding_oi_imbalance_reversion,funding_oi_imbalance_reversion,2h,transition,funding_flush_reversion,sentiment_reversal_confirm,delayed_reversal,delayed_reversal,crowding_acceleration,crowding_reversion,time_exit,12,high_liquidity_hours,"['crowding_layer', 'flow_regime_engine']",0.48,ca5ce7b89f685702f126,0.83,0.292727,0.6625,mechanism_generator,"{'context': 'transition', 'trigger': 'funding_flush_reversion', 'participation': 'delayed_reversal', 'invalidation': 'crowding_acceleration', 'risk_model': 'crowding_reversion', 'exit_family': 'time_exit', 'time_stop_bars': 12, 'session_filter': 'high_liquidity_hours'}",ca5ce7b89f685702f126
s70_1fce2ae3ea6344b8,volatility_regime_transition,volatility_regime_transition,1h,transition,vol_regime_reclaim,momentum_slope_confirm,confirmation_break,confirmation_break,failed_expansion,vol_transition,trailing_atr,8,any_session,"['volatility_regime_engine', 'structure_engine']",0.3,4c969b4d9bee0310ffc1,0.83,0.292727,0.5875,mechanism_generator,"{'context': 'transition', 'trigger': 'vol_regime_reclaim', 'participation': 'confirmation_break', 'invalidation': 'failed_expansion', 'risk_model': 'vol_transition', 'exit_family': 'trailing_atr', 'time_stop_bars': 8, 'session_filter': 'any_session'}",4c969b4d9bee0310ffc1
s70_21aad3026c16b40a,structure_pullback_continuation,structure_pullback_continuation,15m,trend,micro_break_reclaim,volume_expansion_confirm,aligned_flow,aligned_flow,failed_reclaim,trend_pullback,scale_out_then_trail,16,any_session,"['structure_engine', 'flow_regime_engine', 'mtf_bias_completion']",0.22,30714b15ed1661ddd197,0.83,0.292727,0.5625,mechanism_generator,"{'context': 'trend', 'trigger': 'micro_break_reclaim', 'participation': 'aligned_flow', 'invalidation': 'failed_reclaim', 'risk_model': 'trend_pullback', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 16, 'session_filter': 'any_session'}",30714b15ed1661ddd197
s70_273f0b9587837415,multi_tf_disagreement_repair,multi_tf_disagreement_repair,1h,transition,bias_realignment_break,flow_continuation_confirm,alignment_reclaim,alignment_reclaim,misalignment_persists,multi_tf_repair,scale_out_then_trail,12,any_session,"['mtf_bias_completion', 'structure_engine', 'flow_regime_engine']",0.26,9cb36f062a7932d8ff0e,0.83,0.292727,0.4875,mechanism_generator,"{'context': 'transition', 'trigger': 'bias_realignment_break', 'participation': 'alignment_reclaim', 'invalidation': 'misalignment_persists', 'risk_model': 'multi_tf_repair', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 12, 'session_filter': 'any_session'}",9cb36f062a7932d8ff0e
s70_2d0d68a963651007,structure_pullback_continuation,structure_pullback_continuation,2h,transition,micro_break_reclaim,flow_continuation_confirm,impulse_rejoin,impulse_rejoin,failed_reclaim,trend_pullback,trailing_atr,8,ldn_ny_overlap,"['structure_engine', 'flow_regime_engine', 'mtf_bias_completion']",0.22,d571f55c8759781e8c56,0.83,0.292727,0.4875,mechanism_generator,"{'context': 'transition', 'trigger': 'micro_break_reclaim', 'participation': 'impulse_rejoin', 'invalidation': 'failed_reclaim', 'risk_model': 'trend_pullback', 'exit_family': 'trailing_atr', 'time_stop_bars': 8, 'session_filter': 'ldn_ny_overlap'}",d571f55c8759781e8c56
s70_34a3ee1263135c5e,structure_pullback_continuation,structure_pullback_continuation,1h,transition,micro_break_reclaim,volume_expansion_confirm,aligned_flow,aligned_flow,structure_break,trend_pullback,scale_out_then_trail,12,any_session,"['structure_engine', 'flow_regime_engine', 'mtf_bias_completion']",0.22,79360790921f6ba312bc,0.83,0.292727,0.5125,mechanism_generator,"{'context': 'transition', 'trigger': 'micro_break_reclaim', 'participation': 'aligned_flow', 'invalidation': 'structure_break', 'risk_model': 'trend_pullback', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 12, 'session_filter': 'any_session'}",79360790921f6ba312bc
s70_36658fae15d16f89,multi_tf_disagreement_repair,multi_tf_disagreement_repair,2h,trend,htf_ltf_disagreement_repair,flow_continuation_confirm,alignment_reclaim,alignment_reclaim,misalignment_persists,multi_tf_repair,trailing_atr,8,ldn_ny_overlap,"['mtf_bias_completion', 'structure_engine', 'flow_regime_engine']",0.26,d82451308abd4d81b2f3,0.83,0.292727,0.4625,mechanism_generator,"{'context': 'trend', 'trigger': 'htf_ltf_disagreement_repair', 'participation': 'alignment_reclaim', 'invalidation': 'misalignment_persists', 'risk_model': 'multi_tf_repair', 'exit_family': 'trailing_atr', 'time_stop_bars': 8, 'session_filter': 'ldn_ny_overlap'}",d82451308abd4d81b2f3
s70_3862490770e33ca4,squeeze_flow_breakout,squeeze_flow_breakout,2h,transition,range_expansion_break,volume_expansion_confirm,opening_drive,opening_drive,failed_breakout,breakout_follow_through,scale_out_then_trail,16,high_liquidity_hours,"['volatility_regime_engine', 'flow_regime_engine', 'mtf_bias_completion']",0.24,402056476e17f6f080c1,0.83,0.292727,0.6,mechanism_generator,"{'context': 'transition', 'trigger': 'range_expansion_break', 'participation': 'opening_drive', 'invalidation': 'failed_breakout', 'risk_model': 'breakout_follow_through', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 16, 'session_filter': 'high_liquidity_hours'}",402056476e17f6f080c1
s70_3eed38626ec35487,funding_oi_imbalance_reversion,funding_oi_imbalance_reversion,4h,transition,oi_divergence_revert,sentiment_reversal_confirm,delayed_reversal,delayed_reversal,crowding_acceleration,crowding_reversion,fixed_rr,12,any_session,"['crowding_layer', 'flow_regime_engine']",0.48,2fe7dc3c0f66bd127bcd,0.83,0.292727,0.6375,mechanism_generator,"{'context': 'transition', 'trigger': 'oi_divergence_revert', 'participation': 'delayed_reversal', 'invalidation': 'crowding_acceleration', 'risk_model': 'crowding_reversion', 'exit_family': 'fixed_rr', 'time_stop_bars': 12, 'session_filter': 'any_session'}",2fe7dc3c0f66bd127bcd
s70_47814797d559ef19,funding_oi_imbalance_reversion,funding_oi_imbalance_reversion,15m,crowding,funding_flush_reversion,crowding_extreme_confirm,sentiment_snap,sentiment_snap,crowding_acceleration,crowding_reversion,time_exit,6,any_session,"['crowding_layer', 'flow_regime_engine']",0.48,6a59dae058ba7a267b69,0.83,0.292727,0.375,mechanism_generator,"{'context': 'crowding', 'trigger': 'funding_flush_reversion', 'participation': 'sentiment_snap', 'invalidation': 'crowding_acceleration', 'risk_model': 'crowding_reversion', 'exit_family': 'time_exit', 'time_stop_bars': 6, 'session_filter': 'any_session'}",6a59dae058ba7a267b69
s70_47cc7045850f3f78,volatility_regime_transition,volatility_regime_transition,4h,vol_shock,vol_regime_reclaim,momentum_slope_confirm,anticipatory_break,anticipatory_break,failed_expansion,vol_transition,time_exit,20,any_session,"['volatility_regime_engine', 'structure_engine']",0.3,61152e08c195d909b5b1,0.83,0.292727,0.5375,mechanism_generator,"{'context': 'vol_shock', 'trigger': 'vol_regime_reclaim', 'participation': 'anticipatory_break', 'invalidation': 'failed_expansion', 'risk_model': 'vol_transition', 'exit_family': 'time_exit', 'time_stop_bars': 20, 'session_filter': 'any_session'}",61152e08c195d909b5b1
s70_4d017d21bf4938d4,structure_pullback_continuation,structure_pullback_continuation,30m,transition,pullback_reclaim,volume_expansion_confirm,aligned_flow,aligned_flow,structure_break,trend_pullback,trailing_atr,12,ldn_ny_overlap,"['structure_engine', 'flow_regime_engine', 'mtf_bias_completion']",0.22,5e409ac97e0de7ae45e6,0.83,0.292727,0.5375,mechanism_generator,"{'context': 'transition', 'trigger': 'pullback_reclaim', 'participation': 'aligned_flow', 'invalidation': 'structure_break', 'risk_model': 'trend_pullback', 'exit_family': 'trailing_atr', 'time_stop_bars': 12, 'session_filter': 'ldn_ny_overlap'}",5e409ac97e0de7ae45e6
s70_4dc9abba589c8451,failed_breakout_reversal,failed_breakout_reversal,15m,transition,failed_breakout_snapback,exhaustion_confirm,reclaim_retest,reclaim_retest,trend_continuation,failed_breakout_reversal,fixed_rr,6,any_session,"['liquidity_map', 'volatility_regime_engine', 'flow_regime_engine']",0.35,ff41d222710818893ec3,0.83,0.292727,0.575,mechanism_generator,"{'context': 'transition', 'trigger': 'failed_breakout_snapback', 'participation': 'reclaim_retest', 'invalidation': 'trend_continuation', 'risk_model': 'failed_breakout_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 6, 'session_filter': 'any_session'}",ff41d222710818893ec3
s70_5f7cca3c247c84f7,failed_breakout_reversal,failed_breakout_reversal,1h,vol_shock,failed_breakout_snapback,exhaustion_confirm,reclaim_retest,reclaim_retest,breakout_reacceptance,failed_breakout_reversal,fixed_rr,4,any_session,"['liquidity_map', 'volatility_regime_engine', 'flow_regime_engine']",0.35,d3ed12cc2ea78775d462,0.83,0.292727,0.525,mechanism_generator,"{'context': 'vol_shock', 'trigger': 'failed_breakout_snapback', 'participation': 'reclaim_retest', 'invalidation': 'breakout_reacceptance', 'risk_model': 'failed_breakout_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 4, 'session_filter': 'any_session'}",d3ed12cc2ea78775d462
s70_72172b5b37e569ef,squeeze_flow_breakout,squeeze_flow_breakout,1h,transition,compression_breakout,flow_burst_confirm,breakout_chase,breakout_chase,volatility_recompression,breakout_follow_through,trailing_atr,24,any_session,"['volatility_regime_engine', 'flow_regime_engine', 'mtf_bias_completion']",0.24,82e10af1542c1267f40f,0.83,0.292727,0.625,mechanism_generator,"{'context': 'transition', 'trigger': 'compression_breakout', 'participation': 'breakout_chase', 'invalidation': 'volatility_recompression', 'risk_model': 'breakout_follow_through', 'exit_family': 'trailing_atr', 'time_stop_bars': 24, 'session_filter': 'any_session'}",82e10af1542c1267f40f
s70_7a77a64c68203504,exhaustion_mean_reversion,exhaustion_mean_reversion,30m,range,exhaustion_reversal,flow_exhaustion_confirm,close_reclaim,close_reclaim,trend_resume,mean_reversion,fixed_rr,8,late_session,"['flow_regime_engine', 'trade_geometry_layer']",0.4,35493a815db243571bd1,0.83,0.292727,0.45,mechanism_generator,"{'context': 'range', 'trigger': 'exhaustion_reversal', 'participation': 'close_reclaim', 'invalidation': 'trend_resume', 'risk_model': 'mean_reversion', 'exit_family': 'fixed_rr', 'time_stop_bars': 8, 'session_filter': 'late_session'}",35493a815db243571bd1
s70_7af4a78abc15ca78,volatility_regime_transition,volatility_regime_transition,2h,vol_shock,compression_to_expansion,momentum_slope_confirm,confirmation_break,confirmation_break,recompression,vol_transition,trailing_atr,20,high_liquidity_hours,"['volatility_regime_engine', 'structure_engine']",0.3,37f79c316cd5f5fa68f2,0.83,0.292727,0.5625,mechanism_generator,"{'context': 'vol_shock', 'trigger': 'compression_to_expansion', 'participation': 'confirmation_break', 'invalidation': 'recompression', 'risk_model': 'vol_transition', 'exit_family': 'trailing_atr', 'time_stop_bars': 20, 'session_filter': 'high_liquidity_hours'}",37f79c316cd5f5fa68f2
s70_8aefd348e13e28b9,failed_breakout_reversal,failed_breakout_reversal,2h,vol_shock,fake_breakout_reversal,exhaustion_confirm,close_back_inside,close_back_inside,trend_continuation,failed_breakout_reversal,fixed_rr,10,session_extremes,"['liquidity_map', 'volatility_regime_engine', 'flow_regime_engine']",0.35,d06bd723412404cd3f97,0.83,0.292727,0.5,mechanism_generator,"{'context': 'vol_shock', 'trigger': 'fake_breakout_reversal', 'participation': 'close_back_inside', 'invalidation': 'trend_continuation', 'risk_model': 'failed_breakout_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 10, 'session_filter': 'session_extremes'}",d06bd723412404cd3f97
s70_9014d59ad71a108a,volatility_regime_transition,volatility_regime_transition,30m,transition,compression_to_expansion,momentum_slope_confirm,confirmation_break,confirmation_break,failed_expansion,vol_transition,time_exit,8,high_liquidity_hours,"['volatility_regime_engine', 'structure_engine']",0.3,9e53ddd72df29b13f3d1,0.83,0.292727,0.6125,mechanism_generator,"{'context': 'transition', 'trigger': 'compression_to_expansion', 'participation': 'confirmation_break', 'invalidation': 'failed_expansion', 'risk_model': 'vol_transition', 'exit_family': 'time_exit', 'time_stop_bars': 8, 'session_filter': 'high_liquidity_hours'}",9e53ddd72df29b13f3d1
s70_93eb40d95b8a50a1,squeeze_flow_breakout,squeeze_flow_breakout,30m,vol_shock,range_expansion_break,flow_burst_confirm,breakout_chase,breakout_chase,volatility_recompression,breakout_follow_through,scale_out_then_trail,24,high_liquidity_hours,"['volatility_regime_engine', 'flow_regime_engine', 'mtf_bias_completion']",0.24,c5a181f1693e586f408c,0.83,0.292727,0.65,mechanism_generator,"{'context': 'vol_shock', 'trigger': 'range_expansion_break', 'participation': 'breakout_chase', 'invalidation': 'volatility_recompression', 'risk_model': 'breakout_follow_through', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 24, 'session_filter': 'high_liquidity_hours'}",c5a181f1693e586f408c
s70_942ecabe172c449a,failed_breakout_reversal,failed_breakout_reversal,30m,transition,fake_breakout_reversal,exhaustion_confirm,reclaim_retest,reclaim_retest,breakout_reacceptance,failed_breakout_reversal,breakeven_then_fixed,4,session_extremes,"['liquidity_map', 'volatility_regime_engine', 'flow_regime_engine']",0.35,36d65632c973a1e31f3e,0.83,0.292727,0.55,mechanism_generator,"{'context': 'transition', 'trigger': 'fake_breakout_reversal', 'participation': 'reclaim_retest', 'invalidation': 'breakout_reacceptance', 'risk_model': 'failed_breakout_reversal', 'exit_family': 'breakeven_then_fixed', 'time_stop_bars': 4, 'session_filter': 'session_extremes'}",36d65632c973a1e31f3e
s70_97e6d77ab56fe5fe,liquidity_sweep_reversal,liquidity_sweep_reversal,30m,liquidity_rotation,liquidity_sweep_reclaim,flow_exhaustion_confirm,close_back_inside,close_back_inside,flow_reversal,sweep_reversal,breakeven_then_fixed,8,any_session,"['liquidity_map', 'flow_regime_engine', 'trade_geometry_layer']",0.28,d0a2ea4c78f5eef85e66,0.83,0.292727,0.4125,mechanism_generator,"{'context': 'liquidity_rotation', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'close_back_inside', 'invalidation': 'flow_reversal', 'risk_model': 'sweep_reversal', 'exit_family': 'breakeven_then_fixed', 'time_stop_bars': 8, 'session_filter': 'any_session'}",d0a2ea4c78f5eef85e66
s70_c04774b33ff5c888,exhaustion_mean_reversion,exhaustion_mean_reversion,2h,vol_shock,exhaustion_reversal,flow_exhaustion_confirm,fade_extreme,fade_extreme,new_extreme_break,mean_reversion,fixed_rr,4,late_session,"['flow_regime_engine', 'trade_geometry_layer']",0.4,d061c340ead512556527,0.83,0.292727,0.4,mechanism_generator,"{'context': 'vol_shock', 'trigger': 'exhaustion_reversal', 'participation': 'fade_extreme', 'invalidation': 'new_extreme_break', 'risk_model': 'mean_reversion', 'exit_family': 'fixed_rr', 'time_stop_bars': 4, 'session_filter': 'late_session'}",d061c340ead512556527
s70_c29ff794d67b44e1,funding_oi_imbalance_reversion,funding_oi_imbalance_reversion,1h,crowding,oi_divergence_revert,sentiment_reversal_confirm,delayed_reversal,delayed_reversal,trend_resume,crowding_reversion,fixed_rr,18,any_session,"['crowding_layer', 'flow_regime_engine']",0.48,ce572ffcdc8c211d8efe,0.83,0.292727,0.6875,mechanism_generator,"{'context': 'crowding', 'trigger': 'oi_divergence_revert', 'participation': 'delayed_reversal', 'invalidation': 'trend_resume', 'risk_model': 'crowding_reversion', 'exit_family': 'fixed_rr', 'time_stop_bars': 18, 'session_filter': 'any_session'}",ce572ffcdc8c211d8efe
s70_c5e3a64778c33d07,liquidity_sweep_reversal,liquidity_sweep_reversal,4h,range,pool_violation_reclaim,flow_exhaustion_confirm,close_back_inside,close_back_inside,failed_reclaim,sweep_reversal,fixed_rr,4,session_extremes,"['liquidity_map', 'flow_regime_engine', 'trade_geometry_layer']",0.28,12cedd08ae71365b09c7,0.83,0.292727,0.7,mechanism_generator,"{'context': 'range', 'trigger': 'pool_violation_reclaim', 'participation': 'close_back_inside', 'invalidation': 'failed_reclaim', 'risk_model': 'sweep_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 4, 'session_filter': 'session_extremes'}",12cedd08ae71365b09c7
s70_dccea44de2833419,liquidity_sweep_reversal,liquidity_sweep_reversal,2h,transition,liquidity_sweep_reclaim,flow_exhaustion_confirm,close_back_inside,close_back_inside,failed_reclaim,sweep_reversal,breakeven_then_fixed,6,any_session,"['liquidity_map', 'flow_regime_engine', 'trade_geometry_layer']",0.28,e80a6135b5f17e324600,0.83,0.292727,0.3625,mechanism_generator,"{'context': 'transition', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'close_back_inside', 'invalidation': 'failed_reclaim', 'risk_model': 'sweep_reversal', 'exit_family': 'breakeven_then_fixed', 'time_stop_bars': 6, 'session_filter': 'any_session'}",e80a6135b5f17e324600
s70_eb2f8612448a12d5,liquidity_sweep_reversal,liquidity_sweep_reversal,15m,liquidity_rotation,pool_violation_reclaim,flow_exhaustion_confirm,delayed_reclaim,delayed_reclaim,failed_reclaim,sweep_reversal,fixed_rr,8,session_extremes,"['liquidity_map', 'flow_regime_engine', 'trade_geometry_layer']",0.28,601db94bfaa8d0c10b75,0.83,0.292727,0.4375,mechanism_generator,"{'context': 'liquidity_rotation', 'trigger': 'pool_violation_reclaim', 'participation': 'delayed_reclaim', 'invalidation': 'failed_reclaim', 'risk_model': 'sweep_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 8, 'session_filter': 'session_extremes'}",601db94bfaa8d0c10b75
s70_ee4a9dd44447bfe1,squeeze_flow_breakout,squeeze_flow_breakout,15m,vol_shock,compression_breakout,flow_burst_confirm,breakout_chase,breakout_chase,failed_breakout,breakout_follow_through,scale_out_then_trail,10,any_session,"['volatility_regime_engine', 'flow_regime_engine', 'mtf_bias_completion']",0.24,a75e44a39c33e7a0429b,0.83,0.292727,0.675,mechanism_generator,"{'context': 'vol_shock', 'trigger': 'compression_breakout', 'participation': 'breakout_chase', 'invalidation': 'failed_breakout', 'risk_model': 'breakout_follow_through', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 10, 'session_filter': 'any_session'}",a75e44a39c33e7a0429b
s70_f09c996701b02a4c,liquidity_sweep_reversal,liquidity_sweep_reversal,15m,range,liquidity_sweep_reclaim,flow_exhaustion_confirm,delayed_reclaim,delayed_reclaim,flow_reversal,sweep_reversal,fixed_rr,4,any_session,"['liquidity_map', 'flow_regime_engine', 'trade_geometry_layer']",0.28,b55529db1030f2806748,0.83,0.292727,0.4625,mechanism_generator,"{'context': 'range', 'trigger': 'liquidity_sweep_reclaim', 'participation': 'delayed_reclaim', 'invalidation': 'flow_reversal', 'risk_model': 'sweep_reversal', 'exit_family': 'fixed_rr', 'time_stop_bars': 4, 'session_filter': 'any_session'}",b55529db1030f2806748
s70_f1f44baa44ef13e8,multi_tf_disagreement_repair,multi_tf_disagreement_repair,4h,trend,bias_realignment_break,structure_realign_confirm,pullback_after_realign,pullback_after_realign,htf_bias_flip,multi_tf_repair,scale_out_then_trail,8,any_session,"['mtf_bias_completion', 'structure_engine', 'flow_regime_engine']",0.26,e0546566a3c2cc430569,0.83,0.292727,0.4375,mechanism_generator,"{'context': 'trend', 'trigger': 'bias_realignment_break', 'participation': 'pullback_after_realign', 'invalidation': 'htf_bias_flip', 'risk_model': 'multi_tf_repair', 'exit_family': 'scale_out_then_trail', 'time_stop_bars': 8, 'session_filter': 'any_session'}",e0546566a3c2cc430569
s70_f6a0d22d0b0876dd,exhaustion_mean_reversion,exhaustion_mean_reversion,1h,vol_shock,stretch_extreme_revert,flow_exhaustion_confirm,fade_extreme,fade_extreme,new_extreme_break,mean_reversion,time_exit,8,any_session,"['flow_regime_engine', 'trade_geometry_layer']",0.4,d8db1ae32ea6091f7b4e,0.83,0.292727,0.425,mechanism_generator,"{'context': 'vol_shock', 'trigger': 'stretch_extreme_revert', 'participation': 'fade_extreme', 'invalidation': 'new_extreme_break', 'risk_model': 'mean_reversion', 'exit_family': 'time_exit', 'time_stop_bars': 8, 'session_filter': 'any_session'}",d8db1ae32ea6091f7b4e
